cited_doi,pub_year,cited_year,n,nobel_author,nobel_year,time_after_publish
10.1103/RevModPhys.71.S298,1999,2002,3,DanielCTsui,1998,4
10.1103/RevModPhys.71.S298,1999,2003,3,DanielCTsui,1998,5
10.1103/RevModPhys.71.S298,1999,2004,1,DanielCTsui,1998,6
10.1103/RevModPhys.71.S298,1999,2005,1,DanielCTsui,1998,7
10.1103/RevModPhys.71.S298,1999,2006,3,DanielCTsui,1998,8
10.1103/RevModPhys.71.S298,1999,2009,3,DanielCTsui,1998,11
10.1103/RevModPhys.71.S298,1999,2010,2,DanielCTsui,1998,12
10.1103/RevModPhys.71.S298,1999,2011,5,DanielCTsui,1998,13
10.1103/RevModPhys.71.S298,1999,2012,3,DanielCTsui,1998,14
10.1103/RevModPhys.71.S298,1999,2013,5,DanielCTsui,1998,15
10.1103/RevModPhys.71.S298,1999,2014,2,DanielCTsui,1998,16
10.1103/RevModPhys.71.S298,1999,2015,6,DanielCTsui,1998,17
10.1103/RevModPhys.71.S298,1999,2016,7,DanielCTsui,1998,18
10.1103/RevModPhys.71.S298,1999,2017,12,DanielCTsui,1998,19
10.1103/RevModPhys.71.S298,1999,2018,7,DanielCTsui,1998,20
10.1103/RevModPhys.71.S298,1999,2019,7,DanielCTsui,1998,21
10.1103/RevModPhys.73.307,2001,2001,6,AnthonyJLeggett,2003,-2
10.1103/RevModPhys.73.307,2001,2002,45,AnthonyJLeggett,2003,-1
10.1103/RevModPhys.73.307,2001,2003,43,AnthonyJLeggett,2003,0
10.1103/RevModPhys.73.307,2001,2004,36,AnthonyJLeggett,2003,1
10.1103/RevModPhys.73.307,2001,2005,45,AnthonyJLeggett,2003,2
10.1103/RevModPhys.73.307,2001,2006,42,AnthonyJLeggett,2003,3
10.1103/RevModPhys.73.307,2001,2007,49,AnthonyJLeggett,2003,4
10.1103/RevModPhys.73.307,2001,2008,53,AnthonyJLeggett,2003,5
10.1103/RevModPhys.73.307,2001,2009,41,AnthonyJLeggett,2003,6
10.1103/RevModPhys.73.307,2001,2010,53,AnthonyJLeggett,2003,7
10.1103/RevModPhys.73.307,2001,2011,31,AnthonyJLeggett,2003,8
10.1103/RevModPhys.73.307,2001,2012,31,AnthonyJLeggett,2003,9
10.1103/RevModPhys.73.307,2001,2013,29,AnthonyJLeggett,2003,10
10.1103/RevModPhys.73.307,2001,2014,24,AnthonyJLeggett,2003,11
10.1103/RevModPhys.73.307,2001,2015,26,AnthonyJLeggett,2003,12
10.1103/RevModPhys.73.307,2001,2016,24,AnthonyJLeggett,2003,13
10.1103/RevModPhys.73.307,2001,2017,19,AnthonyJLeggett,2003,14
10.1103/RevModPhys.73.307,2001,2018,17,AnthonyJLeggett,2003,15
10.1103/RevModPhys.73.307,2001,2019,16,AnthonyJLeggett,2003,16
10.1103/RevModPhys.73.307,2001,NA,4,AnthonyJLeggett,2003,NA
10.1103/RevModPhys.76.981,2004,2005,1,VitalyLGinzburg,2003,2
10.1103/RevModPhys.76.981,2004,2007,1,VitalyLGinzburg,2003,4
10.1103/RevModPhys.76.981,2004,2008,1,VitalyLGinzburg,2003,5
10.1103/RevModPhys.76.981,2004,2009,1,VitalyLGinzburg,2003,6
10.1103/RevModPhys.76.981,2004,2010,1,VitalyLGinzburg,2003,7
10.1103/RevModPhys.76.981,2004,2011,1,VitalyLGinzburg,2003,8
10.1103/RevModPhys.76.981,2004,2012,1,VitalyLGinzburg,2003,9
10.1103/RevModPhys.76.981,2004,2014,2,VitalyLGinzburg,2003,11
10.1103/RevModPhys.76.981,2004,2015,4,VitalyLGinzburg,2003,12
10.1103/RevModPhys.76.981,2004,2016,1,VitalyLGinzburg,2003,13
10.1103/RevModPhys.76.981,2004,2017,2,VitalyLGinzburg,2003,14
10.1103/RevModPhys.76.981,2004,2018,1,VitalyLGinzburg,2003,15
10.1103/RevModPhys.76.981,2004,2019,2,VitalyLGinzburg,2003,16
10.1103/RevModPhys.79.1331,2007,2009,1,JohnCMather,2006,3
10.1103/RevModPhys.79.1331,2007,2011,1,JohnCMather,2006,5
10.1103/RevModPhys.82.2305,2010,2011,1,WillardSBoyle,2009,2
10.1103/RevModPhys.82.2305,2010,2015,1,WillardSBoyle,2009,6
